"Taxon","Region","MinAge","MaxAge","Locality"
"Mammuthus primigenius","Asia",0.117,0.781,"Zyryanovsk_siteSet_1"
"Stegodon zhaotongensis","Asia",0,0.78,"Yuanmo-hominid_siteSet_1"
"Loxodonta atlantica","Africa",0.126,0.774,"Ain Maarouf_siteSet_1"
"Palaeoloxodon jolensis","Africa",0.126,0.774,"Ain Maarouf_siteSet_1"
"Mammuthus trogontherii","Europe",0.424,0.774,"Corton rootlet bed, Suffolk, England_siteSet_1"
"Mammuthus trogontherii","Europe",0.424,0.774,"Pakefield/Kessingland gravel, Suffolk, England_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.424,0.774,"Pakefield/Kessingland gravel, Suffolk, England_siteSet_1"
"Mammuthus trogontherii","Europe",0.424,0.774,"Pakefield/Kessingland rootlet bed, Suffolk, England_siteSet_1"
"Mammuthus trogontherii","Europe",0.621,0.761,"Koneprusy C718 bei Karlstejn_siteSet_1"
"Palaeoloxodon namadicus","Asia",0.012,0.7,"Liujiang Cave_siteSet_1"
"Stegodon orientalis","Asia",0.012,0.7,"Liujiang Cave_siteSet_1"
"Elephas hysudrindicus","Asia",0,0.7,"Ngandong_siteSet_1"
"Stegodon orientalis","Asia",0.012,0.7,"Shangjiang Cave_siteSet_1"
"Palaeoloxodon naumanni","Asia",0.012,0.7,"Xujiayao_siteSet_1"
"Palaeoloxodon antiquus","Europe",0.397,0.662,"Mauer bei Heidelberg_siteSet_1"
"Mammuthus meridionalis","Europe",0.427,0.621,"Marganets_siteSet_1"
"Loxodonta atlantica","Africa",0.59,0.6,"Hopefield_siteSet_1"
"Palaeoloxodon namadicus","Asia",0.35,0.6,"Tham Khuyen_siteSet_1"
"Stegodon orientalis","Asia",0.35,0.6,"Tham Khuyen_siteSet_1"
"Mammuthus trogontherii","Europe",0.46,0.46,"Bad Frankenhausen bei Sangerhausen_siteSet_1"
"Palaeoloxodon mnaidriensis","Europe",0.13,0.43,"Island fossil ungulates and their predators_siteSet_2"
"Palaeoloxodon mnaidriensis","Europe",0.13,0.43,"Zebbug Cave_siteSet_2"
"Mammuthus exilis","North America",0.012,0.3,"Canada Tecolote_siteSet_1"
"Mammuthus columbi","North America",0.012,0.3,"Canton Lake_siteSet_1"
"Mammuthus columbi","North America",0.012,0.3,"Oldsmar Pit 1 (Pleistocene)_siteSet_1"
"Mammut americanum","North America",0.012,0.3,"Reddick IA_siteSet_1"
"Mammuthus columbi","North America",0.012,0.3,"Stevenson Bridge UCMP V76199_siteSet_1"
"Mammuthus columbi","North America",0.012,0.3,"USGS M1227 Mountain View Dump_siteSet_1"
"Mammuthus lamarmorai","Europe",0.14,0.29,"Tramariglio_siteSet_1"
"Cuvieronius hyodon","South America",0.011,0.28,"Ayuzbamba_siteSet_1"
"Cuvieronius hyodon","South America",0.011,0.28,"Imbabura_siteSet_1"
"Cuvieronius hyodon","South America",0.011,0.28,"Mosquera_siteSet_1"
"Stegodon namadicus","Asia",0.048,0.236,"Narmada_siteSet_1"
"Palaeoloxodon jolensis","Africa",0.196,0.205,"Natodomeri Level I_siteSet_1"
"Palaeoloxodon jolensis","Africa",0.104,0.196,"Natodomeri Level II_siteSet_1"
"Mammuthus lamarmorai","Europe",0.029,0.191,"Campo Giavesu_siteSet_1"
"Mammuthus lamarmorai","Europe",0.13,0.191,"San Giovanni_siteSet_1"
"Loxodonta africana","Africa",0.056,0.17,"Border Cave_siteSet_1"
"Loxodonta africana","Africa",0.082,0.17,"Katanda 9 - Katanda Beds_siteSet_1"
"Stegodon timorensis","Asia",0.13,0.168,"Ainaro Gravels - Atambua - Timor_siteSet_1"
